ORIGGPCD;ORIGGPFR;ORIGFDCD;ORIGFDNM;Energie, Règlement UE N° 1169/2011 (kJ/100g);Energie, Règlement UE N° 1169/2011 (kcal/100g);Energie, N x facteur Jones, avec fibres  (kJ/100g);Energie, N x facteur Jones, avec fibres  (kcal/100g);Eau (g/100g);Protéines (g/100g);Protéines brutes, N x 6.25 (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG saturés (g/100g);AG monoinsaturés (g/100g);AG polyinsaturés (g/100g);AG 4:0, butyrique (g/100g);AG 6:0, caproïque (g/100g);AG 8:0, caprylique (g/100g);AG 10:0, caprique (g/100g);AG 12:0, laurique (g/100g);AG 14:0, myristique (g/100g);AG 16:0, palmitique (g/100g);AG 18:0, stéarique (g/100g);AG 18:1 9c (n-9), oléique (g/100g);AG 18:2 9c,12c (n-6), linoléique (g/100g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g);Cholestérol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (µg/100g);Magnésium (mg/100g);Manganèse (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Sélénium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Rétinol (µg/100g);Beta-Carotène (µg/100g);Vitamine D (µg/100g);Vitamine E (mg/100g);Vitamine K1 (µg/100g);Vitamine K2 (µg/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothénique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (µg/100g);Vitamine B12 (µg/100g)
15.2;Légumes cuits;20257;Haricots verts, purée; 234;56.3; 234;56.3;-; 1.7; 1.7; 4.2; 2.9; 1.5;-; 3.3;-;0.36;0;-; 1.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15.2;Légumes cuits;20271;Macédoine de légumes, surgelée; 228;54.5; 228;54.5;86.5;3.48;3.48; 6.8;0.28;3.35;-;5.45;               0.048; 0.6;0;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.045;-;-;-;-;-;-;-;-;-;-;12.7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15.2;Légumes cuits;20243;Pois mange-tout ou pois gourmands, cuits; 199;47.3; 199;47.3;86.6; 3.5; 3.5;5.92;0.38;4.82;-; 3.1;-; 0.5;0;-;               0.073;               0.039;0.17;0;0;0;0;0;               0.003;               0.063;               0.006;-;-;-;-;0;0;0;               0.013;  59;-;0.09; 2.4;-;  28;0.28;  58; 217;-;   5;0.49;0; 760;0;0.47;30.2;-;  22;               0.064;0.12;0.56;0.86;0.17;  35;0
15.2;Légumes cuits;20158;Tétragone cornue, cuite;56.6;13.5;56.6;13.5;94.8; 1.3; 1.3;   1;0.17;0.25;-; 1.4;-; 1.6;0;-;               0.027;               0.005;               0.071;-;-;-;-;-;               0.004;0.02;               0.002;-;-;-;-;-;-;0;0.27;  48;-;               0.077;0.66;-;  32;0.53;  22; 102;-; 107;0.31;0;-;0;1.23; 292;-;  16;0.03;0.11;0.39;0.26;0.24;   8;0
16.1;Légumes secs frais;20517;Fève à écosser, fraîche; 258;61.5; 258;61.5;76.8;6.76;6.76; 4.2;0.67;0.37;3.83;5.85;-;1.11;0;-;0.13;               0.061;0.33;-;-;-;-;               0.001;               0.002;               0.093;               0.023;-;-;-;-;-;-;0;               0.094;29.5;  14;0.24;1.73;-;35.5;0.49; 112; 291; 0.6;37.5;0.79;0; 196;0;1.16;40.9;-;18.4;0.15; 0.2;1.87;0.16;               0.071; 122;0
16.1;Légumes secs frais;20536;Fève, fraîche, surgelée; 353;83.4; 353;83.4;75.8;7.76;7.76;10.8;0.22;2.15;-; 3.6;-;               0.022;0;-; 0.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.83;               0.022;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16.1;Légumes secs frais;20537;Haricot flageolet, surgelé; 503; 119; 503; 119;55.1;9.32;9.32;  17;0.52; 0.4;-; 4.4;-;0.78;0;-; 0.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16.1;Légumes secs frais;20521;Lentille, germée; 520; 123; 520; 123;67.3;8.86;8.86;  19;0.58;-;-; 3.1;-;   1;0;-;               0.061;0.11;0.23;-;-;-;-;-;-;               0.055;              0.0064;0.11;0.19;               0.041;-;-;-;0;               0.028;  25;-;0.35;3.21;-;  37;0.51; 173; 322;-;  11;1.51;0;-;0;-;-;-;16.5;0.23;0.13;1.13;0.58;0.19; 100;0
16.1;Légumes secs frais;20534;Lupin, graine crue;1490; 356;1490; 356;10.4;36.2;36.2;21.5;9.74;-;-;18.9;-;3.28;0;-;1.16;3.94;2.44;-;-;-;-;               0.008;               0.013;0.74;0.32;-;-;-;-;-;-;0;               0.038; 176;-;1.02;4.36;-; 198;2.38; 440;1010;-;  15;4.75;0;0;0;-;-;-; 4.8;0.64;0.22;2.19;0.75;0.36; 355;0
16.2;Légumes secs séchés ou déshydratés;20501;Haricot blanc, sec;1270; 302;1270; 302;10.6;19.1;19.1;43.9;1.78;1.92;  42;16.8;-;4.05;0;-;0.22;               0.074;0.36;0;0;0;0;0;               0.001;0.21;               0.013;-;-;-;-;0;0;0;               0.028; 183;  47;0.73;7.97; 1.2; 187; 1.9; 363;1660; 8.8;  11;3.23;0;0;0;0.28; 5.6;-;2.04;0.44;0.15;0.48;0.86;0.41; 307;0
16.2;Légumes secs séchés ou déshydratés;20530;Haricot mungo, sec;1410; 334;1410; 334;10.2;24.5;24.5;47.6;1.42;-;-;16.7;-;3.33;0;-;0.24;0.13;0.73;0;0;0;0;0;0;0.17;               0.063;0.13;0.37;               0.028;0;0;0;0;               0.066; 113;-;0.96;7.16;-; 228;1.28; 387;1110; 8.8;26.5;3.02;0;-;0; 1.9; 170;-;12.2;0.45;0.24;1.85;0.55;0.39; 421;0
16.2;Légumes secs séchés ou déshydratés;20525;Haricot rouge, sec;1330; 314;1330; 314;11.8;22.5;22.5;46.1;1.06; 2.1;-;15.2;-;3.37;0;-;0.15;               0.082;0.59;0;0;0;0;0;0;0.14;               0.018;-;-;-;-;0;0;0;0.03;  83;-; 0.7;6.69; 1.9; 138;1.11; 406;1360;-;  12;2.79;0;0;0;0.21; 5.6;-; 4.5;0.61;0.22;2.11;0.78; 0.4; 394;0
16.2;Légumes secs séchés ou déshydratés;20586;Lentille blonde, sèche;1340; 317;1340; 317;10.6;  25;  25;42.2;1.25; 1.5;-;18.3;-;2.58;0;-; 0.2; 0.3; 0.7;-;-;-;-;-;-;-;-;0.23;0.45;0.15;< 0.0005;< 0.0005;< 0.0005;-;-;-;-;-;-;-;-;-;-;-;-;< 5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16.2;Légumes secs séchés ou déshydratés;20535;Lentille corail, sèche;1460; 346;1460; 346;7.82;23.9;23.9;52.3;2.17;-;47.6;10.8;-;   3;0;-;0.38; 0.5;1.14;-;-;-;               0.001;               0.002;               0.003;0.28;               0.042;-;-;-;-;-;-;0;               0.018;  48;-; 1.3;7.39;-;  59;1.72; 294; 668;-;   7; 3.6;0;  35;0;-;-;-; 1.7;0.51;0.11; 1.5;0.35; 0.4; 204;0
16.2;Légumes secs séchés ou déshydratés;20585;Lentille verte, sèche;1370; 325;1370; 325;11.4;25.8;25.8;44.2; 1.2; 1.4;-;17.1;-;2.73;0;-;0.11;0.22;0.63;-;-;-;-;-;-;-;-;0.22;0.45;0.17;< 0.00056;              0.0033;< 0.00056;-;0.05;-;-;-; 9.4;-;  97;-;-;-;-;11.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
16.2;Légumes secs séchés ou déshydratés;20515;Pois cassé, sec;1450; 344;1450; 344;9.91;22.8;22.8;  52;1.44;2.75;-;15.8;-;2.64;0;-;0.23;0.22;0.75;0;0;0;0;              0.0025;              0.0017; 0.2;0.03;0.19;0.62;0.13;< 0.00021;< 0.00021;< 0.00021;0;               0.051;37.4;  56;0.75;5.16;1.25;65.5;1.21; 364; 969;  14;15.4;3.68;0;  89;0;0.09;47.8;-; 1.4;0.77; 0.2;2.69;1.88;0.12; 154;0
16.2;Légumes secs séchés ou déshydratés;20516;Pois chiche, sec;1480; 351;1480; 351;8.99;20.5;20.5;47.5;5.85; 6.5;  40;13.3;-;2.79;0;-;0.55;1.34;2.67;0;0;0;0;0;              0.0082;0.46;               0.079;1.02;2.03; 0.1;< 0.0018;< 0.00092;< 0.00092;0;0.08;90.5;  60;0.71;5.36; 0.6; 120; 2.2; 276; 759;   2;23.2;1.88;0;  40;0; 3.1;   9;-; 3.5;0.49;0.18;1.52;1.59;0.48; 369;0
07.1;Oeufs, crus;22070;Oeuf d'oie, cru; 750; 180; 750; 180;70.4;13.8;13.8; 1.4;13.3;0.94;0;0;0;1.09;0;0; 3.6;5.75;1.67;0;0;0;0;0;0.05;2.85; 0.7;5.35;0.68;0.55;0.28;0;0; 852;0.35;  60;-;               0.062;3.64;-;  16;               0.038; 208; 210;-; 138;1.33; 185;  13; 1.7;1.29; 0.4;-;0;0.15;0.38;0.19;1.76;0.24;  76; 5.1
07.1;Oeufs, crus;22050;Oeuf de caille, cru; 639; 154; 639; 154;74.4;13.1;13.1;0.41;11.1; 0.4;-;0;0; 1.1;0;0;3.56;4.32;1.32;0;0;0;0;0;               0.053;2.67;0.84;-;-;-;-;0;0; 617;0.35;  64;-;               0.062;3.65;-;  13;               0.038; 226; 132;-; 141;1.47; 155;  11; 1.4;1.08; 0.3;-;0;0.13;0.79;0.15;1.76;0.15;  66;1.58
07.1;Oeufs, crus;22060;Oeuf de cane, cru; 753; 181; 753; 181;70.8;  13;  13;1.31;13.8;0.93;0;0;0;1.12;0;0;3.68;6.53;1.22;0;0;0;0;0;               0.054;   3;0.63;6.09;0.56; 0.1;0.32;0;0; 884;0.37;  64;-;               0.062;3.85;-;  17;               0.038; 220; 222;-; 146;1.41; 192;  14; 1.7;1.34; 0.4;-;0;0.16; 0.4; 0.2;1.86;0.25;  80; 5.4
07.1;Oeufs, crus;22080;Oeuf de dinde, cru; 692; 166; 692; 166;72.5;13.7;13.7;1.15;11.9;   1;0;0;0;0.79;0;0;3.63;4.57;1.66;0;0;0;0;0;               0.036;2.72;0.88;-;-;-;-;-;-; 933;0.38;  99;-;               0.062; 4.1;-;  13;               0.038; 170; 142;-; 151;1.58; 166;  84;1.75;1.11;-;-;0;0.11;0.47;               0.024;1.89;0.13;  71;1.69
07.1;Oeufs, crus;22000;Oeuf, cru; 583; 140; 583; 140;76.3;12.7;12.7;0.28;9.82;0.28;0;0;0;0.96;0;0;2.64;3.66;1.65;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;               0.024;1.96;0.65;3.51;1.38;               0.061;0.12;0;0.09; 377;0.31;76.8;-;               0.055;1.88;33.8;  11;               0.027; 204; 134;< 2.58; 124;1.01; 182;0;1.88;1.43;0.27;-;0;               0.055;0.45;               0.063;1.57;0.15;  34;1.45
07.3;Omelettes composées et autres ovoproduits;22507;Omelette aux lardons;1110; 267;1110; 267;61.1;12.5;12.5;1.46;23.5;0.68;0;0;0;1.53;0;0;9.41;9.38;2.83;-;-;-;-;-;-;-;-;-;-;-;-;-;-; 270;0.98;48.2;-;               0.034;1.39;37.6;  12;               0.022; 157; 184;11.3; 392;0.99; 132;25.2;1.11;0.99;-;-;0;0.21;0.29;1.13;0.95;0.14;25.6; 0.9
13.1;Poissons et batraciens crus;26079;Anchois commun, cru; 525; 125; 525; 125;73.2;20.4;20.4;traces;4.84;0;0;0;0;1.44;0;0;1.11;0.84;1.22;0;0;0;0;               0.013;0.21;0.64;0.24;0.28;               0.056;               0.039;               0.043;0.36;0.72;47.5;0.26; 147;-;0.13;3.25;  30;  41;0.07; 174; 383;22.5; 104;1.17;  15;0;  11;0.57; 0.1;-;0;               0.055;0.26;  14;0.65;0.14;   9;0.62
13.1;Poissons et batraciens crus;27016;Anguille, crue;1050; 252;1050; 252;60.8;18.3;18.3;traces;19.9;0;0;0;0;1.21;0;0;4.98; 9.7;3.09;0;0;0;0;0;1.03;3.41;0.53;7.69;0.87;0.35;0.16;0.49;0.82; 117;0.12;27.5;  57;               0.027;0.43;14.5;17.5;               0.033; 208; 264;26.3;48.5;1.81;1420;0;26.7;   6;1.25;-; 1.4;0.15;0.18;3.65;0.19;0.16;14.5; 3.7
13.1;Poissons et batraciens crus;26205;Bar commun ou loup (Méditerranée), cru, sauvage; 414;97.9; 414;97.9;76.8;20.1;20.1;traces;1.94;0;-;0;0;1.18;0;0;0.49;0.55;0.59;-;-;-;-;               0.001;               0.041;0.33;               0.084;0.26;               0.015;               0.008;               0.046;0.13;0.28;58.1;0.18;1.56;-;< 0.1; 0.4;23.3;28.3;< 0.1; 191; 371;25.4;71.4;0.43; 5.6;-;3.65;0.71;-;-;-;               0.064;               0.098;3.72;0.33;0.39;-;4.16
13.1;Poissons et batraciens crus;26072;Bar commun ou loup, cru, sans précision; 444; 106; 444; 106;77.5;18.3;18.3;traces; 3.6;0;-;0;0;1.27;0;0;0.59;0.52; 0.5;-;-;-;-;0;               0.063;0.39; 0.1;0.45;               0.072;-;-;0.18;0.24;74.7;0.27; 134;0;traces; 2.3;13.7;  25;0.01; 213; 399;-; 108; 0.3; 7.5;0;traces; 0.5;-;-;traces;0.11;0.16;   3;0;0.32;   9;3.34
13.1;Poissons et batraciens crus;26075;Bar ou loup de l'Atlantique, cru; 374;88.8; 374;88.8;  79;16.5;16.5;traces;2.52;0;-;0;0;1.13;0;0;0.43;0.82;0.94;-;-;-;-;-;               0.051;0.29;               0.086;0.47;               0.036;               0.015;0.11;0.38;0.29;  52;0.25;20.3;-;               0.029; 0.7;  60;27.5;               0.015; 190; 291;57.5;98.3;0.78;65.5;-; 1.3; 2.4;0;-;0;0.18;               0.063;2.32;0.57;0.38;   3;2.12
13.1;Poissons et batraciens crus;26001;Bar rayé ou bar d'Amérique, cru; 477; 113; 477; 113;74.6;20.3;20.3;traces;3.58;0;-;0;0; 1.5;0;0;0.76;1.31;1.07;0;0;0;0;0;0.08;0.58; 0.1;-;-;-;-;0.24;0.47;78.3;0.19;  66;-;               0.081;1.41;  60;  36;0.68; 218; 356;-;76.3;0.63;30.7;-;-;-;-;-;2.05;               0.087;               0.065;1.62;0.79;0.19;13.7;2.71
13.1;Poissons et batraciens crus;26100;Bogue, crue; 380;  90; 380;  90;78.5;17.9;17.9;traces;2.03;0;0;0;0;   1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;  38;0.28;52.5; 120;               0.034; 2.3;  60;22.5;0.12; 230; 309;-; 110;0.57;0;-;0;0;-;-;0;0.08; 0.1; 5.4;0.21;0.46;-;   2
13.1;Poissons et batraciens crus;26101;Bonite, crue; 471; 111; 471; 111;  70;26.2;26.2;traces; 0.7;0;-;0;0;1.04;0;0;               0.014; 0.5;0.12;-;-;-;-;-;              0.0021;              0.0086;              0.0028; 0.5;               0.031;               0.022;-;               0.054;               0.011;-;1.35;  16;-;               0.084;2.08;-;  10; 0.1;-;  35;-; 540;0.47;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13.1;Poissons et batraciens crus;27011;Brochet, cru; 360;  85; 360;  85;78.9;18.8;18.8;traces;1.07;0;0;0;0; 1.2;0;0;0.31;0.19;0.34;0;0;0;0;               0.001;               0.015;0.19;               0.053;-;               0.033;               0.011;-;               0.033;               0.074;  47;0.12;  47;-;               0.033;0.42;   8;  30;0.14; 230; 314;5.42;48.2;0.82;  21;0; 1.7;0.45; 0.1;-; 3.4;               0.069;               0.052; 1.9;0.75;0.13;  15;   2
13.1;Poissons et batraciens crus;26170;Brème, cru; 435; 104; 435; 104;  77;16.9;16.9;traces;   4;0;-;0;0; 1.1;0;0;0.78;2.07;0.74;-;-;-;-;0;0.11;0.53;               0.076;-;               0.076;               0.094;-;-;-;  66;0.11;  63;-;               0.028;0.44;   7;  26;               0.087; 210; 350;  24;  43;0.42;  14;-; 5.5; 1.3;0;-;0;0.07;0.07;   4;-;-;-;-
13.1;Poissons et batraciens crus;26043;Cabillaud, cru; 329;77.7; 329;77.7;79.8;18.1;18.1;traces;0.56;0;-;< 0.25;0; 1.1;0;0; 0.1;               0.067;0.22;0;0;0;0;0;              0.0024;               0.072;               0.019;0.03;               0.003;               0.001;-;0.05;0.13;43.6;0.24;4.11; 112;< 0.1;0.49; 105;  26;< 0.1; 164; 359; 125;66.6;0.38;< 2;0;1.35;0.55; 0.1;-;   1;< 0.04;               0.046;2.24;0.14;0.16;21.2;1.31
13.1;Poissons et batraciens crus;26108;Capelan, cru; 380;  90; 380;  90;78.6;18.7;18.7;traces;1.71;0;-;0;0;1.36;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13.1;Poissons et batraciens crus;26157;Carangue, cru; 438; 104; 438; 104;-;19.9;19.9;traces; 2.7;0;-;0;0;0.91;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.22;  47;-;               0.027; 0.7;-;  30;-; 193; 415;-;  89;0.42;-;-;-;-;-;-;0;0.19; 0.1; 5.6;-;0.65; 2.9; 9.1
13.1;Poissons et batraciens crus;26084;Cardine franche, crue; 395;93.4; 395;93.4;-;19.9;19.9;traces;1.53;0;-;0;0;-;0;0;0.43;0.25;-;-;-;-;-;-;               0.058;0.32;               0.053;-;               0.014;               0.009;               0.015;-;0.35;  43;-;-;-;-;-;  17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13.1;Poissons et batraciens crus;27003;Carpe, crue, élevage; 477; 114; 477; 114;77.3;17.7;17.7;traces;4.76;0;0;0;0;1.01;0;0;1.28;2.36;0.95;0;0;0;0;               0.004;               0.061; 0.9;0.26; 1.6;0.49;0.13;-;               0.063;               0.055;58.3;               0.077;29.2;  37;< 0.1;1.58;18.3;23.7;< 0.1; 143; 310;  20;30.6;0.58; 3.5;0;3.84;0.63; 0.1;-; 1.6;< 0.04;               0.072;2.81;1.25;0.13;  15;3.16
13.1;Poissons et batraciens crus;26055;Carrelet ou plie, cru; 343;80.9; 343;80.9;79.3;18.1;18.1;traces;0.94;0;-;0;0; 1.2;0;0;0.13;0.26;0.26;0;0;0;0;0;0;0.13;0;0.25;0;0;-;               0.089;0.17;  60;0.23;  45;-;               0.052; 0.3;  34;  22;0.04; 220; 321;28.9;  92;0.68;  16;-;   3; 0.8; 0.2; 2.2; 1.5;0.21;0.21;   4; 0.8;0.31;  14;1.59
13.1;Poissons et batraciens crus;26236;Chinchard gras, cru; 616; 147; 616; 147;71.7;19.6;19.6;traces;7.66;0;-;0;0;1.24;0;0;1.79;2.56;2.15;-;-;-;-;               0.004;0.37;1.05;0.27;0.83;               0.071;               0.042;               0.031;0.29; 0.7;45.3;0.14;5.72;-;< 0.1;0.85;20.8;31.7;< 0.1; 195; 382;42.8;54.7;0.38; 4.7;-;48.5;0.48;-;-;-;0.08;0.12; 6.7;0.29;0.37;-; 7.5
13.1;Poissons et batraciens crus;26235;Chinchard maigre, cru; 408;96.7; 408;96.7;77.4;18.7;18.7;traces;2.42;0;-;0;0;1.36;0;0;0.66;0.79;0.77;-;-;-;-;-;               0.085;0.38;0.16;0.39;               0.021;              0.0093;               0.031;0.14;0.34;49.6;0.16;20.1;-;< 0.1;0.96;37.3;31.7;< 0.1; 206; 386;16.6;  62;0.36;   4;-;41.2;0.64;-;-;-; 0.1;0.12;4.12;0.38; 0.3;-;6.99
13.1;Poissons et batraciens crus;26113;Chinchard, cru; 487; 116; 487; 116;  78;  19;  19;traces;4.42;0;-;0;0;-;0;0;2.31;1.65;-;-;-;-;-;-;               0.073;0.47;0.15; 0.3;               0.027;               0.023;               0.031;-;0.43;  47;-;  92;-;0.07;-;-;  69; 0.2;-; 986;  26;-;0.48;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13.1;Poissons et batraciens crus;26127;Congre, cru; 481; 115; 481; 115;73.2;18.3;18.3;traces; 4.6;0;0;0;0;0.73;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;  78;0.13;  71; 100; 0.2; 1.3;  30;  20;0.01; 270; 240;-;  50; 0.9;0;-;0;0;-;-;traces;0.06;0.04; 4.3;0.24;0;0;   3
13.1;Poissons et batraciens crus;26107;Corb, cru; 370;87.2; 370;87.2;  78;  20;  20;traces; 0.8;0;-;0;0;   2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;  74;-; 0.8;-;-;  61; 0.3;-; 527;-;-; 2.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13.1;Poissons et batraciens crus;26175;Corégone lavaret, cru; 483; 115; 483; 115;  74;21.9;21.9;traces;   3;0;-;0;0; 1.4;0;0;0.95;0.72;1.18;-;-;-;-;0;0.18;0.59;0.14;-;0.09;0.14;-;-;-;  60;0.12;  60;-;               0.026; 0.5;  12;  30;0.05; 290; 380;  16;  49;0.54;   8;-;   3; 2.7;0;-;0;0.07;0.07;   4;-;-;-;-
13.1;Poissons et batraciens crus;26159;Coulirou, cru; 301;70.9; 301;70.9;-;17.5;17.5;traces; 0.1;0;-;0;0;0.96;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.15;  50;-;-; 0.4;-;  30;-; 115; 614;-;  61;-;-;-;-;-;-;-;0;0.03;0.08; 3.2;-;-;-;-
13.1;Poissons et batraciens crus;26103;Denté, cru; 418;99.3; 418;99.3;78.1;  17;  17;traces; 3.5;0;0;0;0; 0.8;0;0;0.45;0.68;1.98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;  70;0.19;  34;-;               0.015;   1;-;-;-; 226; 350;-;  77;0.32;  48;0;-; 0.4;-;-;0;0.08;0.13; 2.7;-;0.19;   5;-
13.1;Poissons et batraciens crus;26099;Dorade grise, ou daurade grise, ou griset, crue; 547; 130; 547; 130;72.9;20.5;20.5;traces;5.27;0;-;< 1;0;1.33;0;0;1.41;1.78;1.37;-;-;-;-;               0.005;0.14;0.93;0.23;0.83;               0.038;0.02;-;0.47;0.39;68.8;0.15; 100;-;< 0.1;0.39;30.9;31.2;< 0.1; 250; 400;20.2;60.6; 0.8; 1.5;0;0.57;0.69;-;-;-;               0.025;               0.062;4.83;0.28;0.36;-;2.65
13.1;Poissons et batraciens crus;26109;Dorade rose, ou daurade rose, crue; 431; 102; 431; 102;-;  21;  21;traces;   2;0;-;0;0;   1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;  34;-; 0.4; 4.3;-;  22; 0.1;-; 690;-;-; 1.6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13.1;Poissons et batraciens crus;26088;Dorade royale ou daurade ou vraie daurade, crue, élevage; 543; 129; 543; 129;72.5;20.9;20.9;traces; 5.1;0;0;0;0; 1.4;0;0;1.19;1.49;1.73;-;-;-;-;              0.0024; 0.2;0.75;0.18;0.83;0.32;               0.037;0.01;0.31;0.56;66.3;0.13;2.34;-;< 0.1;0.39;   5;30.7;< 0.1; 248; 458; 3.7;51.5;0.41; 4.9;< 0.008;3.11;0.95;-;-;0;               0.077;               0.065; 7.4;0.28;0.43;   5;3.16
13.1;Poissons et batraciens crus;26080;Dorade royale, ou daurade ou vraie daurade, crue, sauvage; 342;80.9; 342;80.9;79.1;17.9;17.9;traces;1.03;0;0;0;0;1.22;0;0;0.25;0.21;0.13;-;-;-;-;               0.002;               0.033;0.16;               0.046;0.08;              0.0053;              0.0059;               0.016;               0.024;               0.077;  60;0.19;  38;-;               0.022; 0.4;  40;  21;0.04; 190; 270;  20;  75;0.52;   6;0; 0.5;0.85;0;-;0;0.18;0.14; 1.5;-;0.24;   7;-
13.1;Poissons et batraciens crus;26241;Empereur, filet, sans peau, cru; 311;73.5; 311;73.5;-;  15;  15;traces; 1.5;0;-;0;0;0.21;0;0; 0.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.21;-;-;-;-;-;-;-;-;-;-;  83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13.1;Poissons et batraciens crus;26082;Espadon, cru; 731; 175; 731; 175;-;19.7;19.7;traces;10.7;0;0;0;0;1.44;0;0;-;2.06;   1;-;-;-;-;-;0.19;0.94;0.33;2.06;               0.011;               0.016;               0.018;0.37;0.59;  66; 0.2;   5; 130;               0.039;0.38;  40;  29;               0.011; 255; 418;28.3;  81;0.66;  36;0;13.9; 0.5; 0.1;-;0;               0.075;               0.053;7.76;0.35;0.54;   2; 1.7
13.1;Poissons et batraciens crus;27012;Esturgeon, cru; 424; 101; 424; 101;76.6;16.1;16.1;traces;4.04;0;-;0;0; 1.1;0;0;0.92;1.94;0.69;0;0;0;0;0;0.15;0.69;               0.076; 1.8;-;               0.046;               0.047;0.19;               0.093;  60;0.14;  13;-;               0.041; 0.7;-;  35;               0.025; 211; 284;-;  54;0.42; 210;0;10.3; 0.5; 0.1;-;0;0.07;0.07; 8.3;0.75; 0.2;  15; 2.2
13.1;Poissons et batraciens crus;26009;Flétan de l'Atlantique ou flétan blanc, cru; 419;99.1; 419;99.1;75.7;21.5;21.5;traces;1.45;0;0;0;0;0.95;0;0;0.23;0.45;0.62;-;-;-;-;-;               0.042;0.16;               0.037;0.32;               0.021;               0.047;0.11;0.16;0.28;49.5;0.16;  15;-; 0.2; 0.5;12.6;  23;0.01; 220; 398;-;  64; 0.5;  33;0;-;0.64;-;-;0;0.04;               0.045;   4;0.28;0.42;  12;0.96
13.1;Poissons et batraciens crus;26154;Flétan du Groënland ou flétan noir ou flétan commun, cru; 723; 174; 723; 174;70.2;13.3;13.3;traces;13.4;0;-;0;0;1.05;0;0;2.66;8.23;2.19;0;0;0;0;              0.0074;0.74;1.62;0.29;2.58;0.21;0.16;0; 0.8;0.68;42.3;0.43;17.7;-;0.03; 0.4;17.3;  24;               0.012; 161; 287;30.5; 202; 0.4;  32;0;21.2;0.79; 0.1;-;   1;0.06;0.08; 1.5;0.25;0.43; 6.5;   1
13.1;Poissons et batraciens crus;26141;Foie de morue, cru;2550; 619;2550; 619;26.8;   5;   5;traces;66.6;0;-;0;0;1.73;0;0;  14;  31;  17;-;-;-;-;-;2.98;8.66;1.79;15.1;1.12;0.79;0.66;6.41;4.76;-;1.47;  10;-;0.66;   4; 500;   8;-; 100; 130;63.5; 589;1.94;5100;-; 100;  20;-;-;   4; 0.1;0.65; 2.5;0.64;0.15; 300;  10
